source
http://boxnovel.org/
http://novelfull.com/
https://allnovel.org/
https://allnovelfull.com/
https://asadatranslations.com/
https://babelnovel.com/
https://bestlightnovel.com/
https://booknet.com/
https://boxnovel.com/
https://boxnovel.org/
https://coffeemanga.com/
https://dragontea.ink/
https://dummynovels.com/
https://f-w-o.com/
https://lightnovelbastion.com/
https://lightnovelheaven.com/
https://lightnovelreader.org/
https://lightnovels.me/
https://lightnovelsonl.com/
https://listnovel.com/
https://m.readlightnovel.cc/
https://m.webnovel.com/
https://m.wuxiaworld.co/
https://mangachill.love/
https://manhwachill.com/
https://myboxnovel.com/
https://mysticalmerries.com/
https://novel27.com/
https://novelcake.com/
https://novelfull.com/
https://novelfullplus.com/
https://novelhi.com/
https://novelmic.com/
https://novelonlinefree.com/
https://novelonlinefull.com/
https://novels.pl/
https://novelsite.net/
https://readlightnovels.net/
https://readmanganato.com/
https://readnovelfull.com/
https://readwebnovels.net/
https://skynovel.org/
https://tipnovel.com/
https://toc.qidianunderground.org/
https://vipnovel.com/
https://webnovelonline.net/
https://woopread.com/
https://wordexcerpt.com/
https://wuxiaworld.name/
https://www.allnovel.org/
https://www.f-w-o.com/
https://www.lightnovelpub.com/
https://www.lightnovelreader.org/
https://www.lightnovelworld.com/
https://www.neosekaitranslations.com/
https://www.novelall.com/
https://www.novelcool.com/
https://www.novelhunters.com/
https://www.novelmultiverse.com/
https://www.novelpassion.com/
https://www.novels.pl/
https://www.novelupdates.cc/
https://www.readlightnovel.cc/
https://www.royalroad.com/
https://www.scribblehub.com/
https://www.volarenovels.com/
https://www.webnovel.com/
https://www.wuxiaworld.com/
https://zinnovel.com/
